,year,SimMod2.6_co2,SimMod2.6_t,SimMod2.6_f,SimMod4.5_co2,SimMod4.5_t,SimMod4.5_f,SimMod6.0_co2,SimMod6.0_t,SimMod6.0_f,SimMod8.5_co2,SimMod8.5_t,SimMod8.5_f
544,2309,-3.416036,0.9808833195715948,1.2024322983780578,2.6645154200000003,2.533108518387006,3.432672991568434,4.20169492,3.394876260342779,4.630996951985366,7.24858764,6.44816476315774,8.913796316233533
545,2310,-3.416036,0.9784747985654066,1.1989281809300447,2.6586948,2.5327030969151147,3.4315363280959987,4.1920208,3.3941972552206825,4.629147803850428,7.2408366,6.446712846576506,8.9093959193065
546,2311,-3.416036,0.9760719105568493,1.195438815916226,2.65287418,2.5322998933881378,3.430407061235577,4.18234668,3.393521160764441,4.62731000591317,7.23308556,6.445267244405009,8.905027006759726
547,2312,-3.416036,0.9736766432724894,1.1919706791007612,2.64705356,2.5318989074073275,3.429285108325669,4.17267256,3.392847983275688,4.625483435886412,7.22533452,6.443827911106273,8.900689133715982
548,2313,-3.416036,0.9712896222657871,1.1885234664166302,2.64123294,2.531500136793269,3.4281703886933235,4.16299844,3.3921777264623985,4.623667974459243,7.21758348,6.442394803690117,8.896381871515953
549,2314,-3.416036,0.9689102616377602,1.1850925139650461,2.63541232,2.5311035776144637,3.427062822344352,4.1533243199999985,3.391510391891516,4.621863505170233,7.20983244,6.4409678811916455,8.89210480469192
550,2315,-3.416036,0.9665379311687988,1.1816745480149304,2.6295917,2.5307092252524477,3.4259623336894944,4.1436502,3.3908459793508667,4.620069914298065,7.2020814,6.439547105332785,8.88785753375701
551,2316,-3.416036,0.9641723515371078,1.1782686050023714,2.62377108,2.530317073854115,3.4248688475522315,4.13397608,3.3901844871417546,4.618287090760569,7.19433036,6.4381324398343915,8.883639671332457
552,2317,-3.416036,0.961813147969833,1.174873371530105,2.61795046,2.529927116712302,3.4237822904613124,4.12430196,3.389525912317806,4.616514926018587,7.18657932,6.436723850866822,8.8794508441663
553,2318,-3.416036,0.9594571188417326,1.1714755143670195,2.61212984,2.5295393464078706,3.4227025905892945,4.11462784,3.388870250881479,4.614753313982911,7.1788282799999985,6.43532130705191,8.875290692537014
554,2319,-3.416036,0.957101882362286,1.1680682204476593,2.60630922,2.5291537546420084,3.421629676465813,4.10495372,3.388217497946903,4.613002150924018,7.17107724,6.433924778882393,8.871158867293284
555,2320,-3.416036,0.9547488500427991,1.1646616868717499,2.6004886000000003,2.528770333147271,3.420563480717045,4.0952796000000005,3.3875676478755725,4.6112613353841585,7.163326199999998,6.432534239334635,8.867055032701654
556,2321,-3.416036,0.9523995553214987,1.1612632009037243,2.59466798,2.5283890730174954,3.419503936083556,4.08560548,3.3869206943900076,4.609530768092029,7.15557516,6.431149663140977,8.86297886263338
557,2322,-3.416036,0.9500556479523518,1.1578788199722734,2.58884736,2.528009964989883,3.4184509767212514,4.07593136,3.3862766306693137,4.607810351879826,7.147824119999999,6.429771027207643,8.8589300426435
558,2323,-3.416036,0.9477191059513347,1.1545150016698855,2.58302674,2.5276329995070124,3.4174045381479417,4.06625724,3.3856354494298015,4.6060999916028695,7.140073080000001,6.428398310590403,8.854908269438056
559,2324,-3.416036,0.9453905964890336,1.1511716437524213,2.57720612,2.5272581664834735,3.4163645559647007,4.05658312,3.3849971429931642,4.604399594061781,7.132322039999999,6.427031493893015,8.850913247980303
560,2325,-3.416036,0.943069503865725,1.1478439241386704,2.5713855,2.526885456162546,3.4153309696033056,4.046908999999999,3.3843617033442372,4.60270906792719,7.124571,6.425670559863237,8.846944694405414
561,2326,-3.416036,0.9407552057693217,1.1445286209099306,2.56556488,2.5265148584009043,3.4143037183524814,4.03931944,3.383729122180018,4.601028323667103,7.11681996,6.424315492652568,8.843002332277173
562,2327,-3.416036,0.9384474252776919,1.1412247823095931,2.5597442599999995,2.526146362912745,3.4132827426670946,4.03172988,3.3830998233115888,4.599359137098853,7.10906892,6.422966278224682,8.839085894736629
563,2328,-3.416036,0.9361457904329512,1.1379311067427202,2.55392364,2.525779959299834,3.4122679841230696,4.02414032,3.382473870040783,4.597701292140119,7.10131788,6.421622904324556,8.835195124039833
564,2329,-3.416036,0.9338471189927512,1.1346343427756618,2.54810302,2.5254156367910703,3.4112593841471486,4.0165507599999986,3.3818513052665984,4.5960546368061035,7.09356684,6.420285359873026,8.831329768734971
565,2330,-3.416036,0.9315489691359194,1.131327399135636,2.5422824,2.5250533850760855,3.4102568877723756,4.0089612,3.3812321584490395,4.594419044614804,7.0858158,6.418953635560851,8.827489586646653
566,2331,-3.416036,0.9292528519458975,1.1280209547103386,2.53646178,2.5246931935703265,3.409260439672793,4.00137164,3.380616450466947,4.592794403621664,7.07806476,6.417627723108692,8.823674341202874
567,2332,-3.416036,0.926960184134212,1.1247217185475633,2.53064116,2.524335051642356,3.4082699854806626,3.99378208,3.3800041958032634,4.591180608588095,7.07031372,6.416307615677191,8.819883803651788
568,2333,-3.416036,0.9246727100502375,1.12143623985479,2.52482054,2.523978948629446,3.4072854717493457,3.98619252,3.3793954040879806,4.589577558189468,7.06256268,6.414993307839286,8.816117752667164
569,2334,-3.416036,0.9223923560288317,1.1181706979988388,2.51899992,2.5236248735647395,3.406306844690922,3.97860296,3.378790081452321,4.587985155044505,7.05481164,6.41368479497929,8.812375971592285
