,coef,coef_low,coef_high,timeframe,model
0,0.018093538371928647,0.015594577523050976,0.020592499220806318,1900 to 2017,SimMod2.6
1,0.01800812421426816,0.015398157223607704,0.020618091204928614,1900 to 2017,SimMod4.5
2,0.01781811812269516,0.015364894632676838,0.020271341612713482,1900 to 2017,SimMod6.0
3,0.018165627678043007,0.015601403664153916,0.0207298516919321,1900 to 2017,SimMod8.5
