,coef_mean,coef_sd,ci_mean,model,timeframe,coef_low,coef_high
0,0.05606071251628143,0.18927836898622025,0.38368177740826237,SimMod2.6,"[1970, 2017]",-0.48293549357379706,0.5950569186063599
1,0.05034112015387209,0.17323023200772186,0.3648949385013347,SimMod4.5,"[1970, 2017]",-0.4528319805477547,0.5535142208554988
2,0.06494568999545317,0.142773824392036,0.31643910556965205,SimMod6.0,"[1970, 2017]",-0.36128331800357205,0.49117469799447844
3,0.06561851498797067,0.20547707925474007,0.3957501162353409,SimMod8.5,"[1970, 2017]",-0.5049088506103158,0.6361458805862571
