,skill_mean,skill_median,skill_5th,skill_95th,model,timeframe
0,0.7860084182892529,0.8050250502264416,0.5225787784309119,0.9803480671672541,SimMod2.6,"[1970, 2017]"
1,0.779487112657068,0.7977928266434402,0.5132764502319169,0.9791081247976213,SimMod4.5,"[1970, 2017]"
2,0.7665832324051494,0.7834643284484137,0.4942572036485831,0.9764188931217277,SimMod6.0,"[1970, 2017]"
3,0.7897998751344242,0.8092058022449228,0.5281659950415548,0.9808597820086216,SimMod8.5,"[1970, 2017]"
