,skill_mean,skill_median,skill_5th,skill_95th,model,timeframe
0,0.659705318207852,0.7098587633426457,0.18181816877452914,0.9717686424588023,SimMod2.6,"[1900, 2017]"
1,0.6575985587026685,0.7080546780054819,0.17748094674195494,0.9715349490543347,SimMod4.5,"[1900, 2017]"
2,0.6535558921821346,0.7036834551037534,0.17015813976349206,0.971672086202784,SimMod6.0,"[1900, 2017]"
3,0.6610857758564469,0.7115016612620249,0.18359117947967307,0.9719898696770659,SimMod8.5,"[1900, 2017]"
