,skill_mean,skill_median,skill_5th,skill_95th,model,timeframe
0,0.9336243596867269,0.9455788573174938,0.8215105767677386,0.9958734217757632,SimMod2.6,"[1970, 2017]"
1,0.9434573365064262,0.9566567142452342,0.8494787534887523,0.995690812657806,SimMod4.5,"[1970, 2017]"
2,0.9454049270023402,0.9555913970294805,0.8632200456651532,0.9946845350864723,SimMod6.0,"[1970, 2017]"
3,0.9308673060237339,0.9401212307531441,0.8378890914078101,0.9947706532335289,SimMod8.5,"[1970, 2017]"
